n;id;mac;strength;ssid;zone;floor;datetime
2292;5801;c0:25:5c:82:67:f1;-78;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2293;5802;e4:8d:8c:52:83:15;-79;shtucer;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2294;5803;28:d1:27:0e:1c:a1;-80;Studsovet;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2295;5804;80:56:f2:14:13:80;-81;HP-Print-80-LaserJet Pro MFP;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2296;5805;c0:25:5c:82:1a:70;-81;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2297;5806;c0:25:5c:82:1a:79;-83;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2298;5807;c0:25:5c:82:67:f9;-85;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2299;5808;28:d1:27:0e:1c:a2;-89;Studsovet_5G;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2300;5809;c0:25:5c:82:2c:06;-89;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2301;5810;c0:25:5c:82:1a:7e;-91;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2302;5811;c0:25:5c:82:1a:76;-91;bmstu_guest;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2303;5812;c0:25:5c:82:2c:0f;-91;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2304;5813;c0:25:5c:82:1a:7f;-92;bmstu_lb;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2305;5814;c0:25:5c:82:2c:0e;-93;bmstu_staff;11;3;Tue Apr 13 17:40:48 GMT+03:00 2021
2306;5815;50:17:ff:df:81:16;-60;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2307;5816;50:17:ff:df:81:10;-63;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2308;5817;50:17:ff:df:81:19;-63;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2309;5818;50:17:ff:df:81:1f;-63;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2310;5819;50:17:ff:df:81:1e;-64;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2311;5820;50:17:ff:df:81:11;-64;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2312;5821;52:ff:20:43:d4:ae;-69;;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2313;5822;4a:3e:f4:71:be:41;-69;iPhone;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2314;5823;52:ff:20:43:d4:b0;-71;;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2315;5824;50:ff:20:43:d4:ae;-72;ProRector-5955;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2316;5825;50:ff:20:43:d4:b0;-72;ProRector-5955;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2317;5826;00:26:52:d8:85:c9;-73;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2318;5827;c0:25:5c:82:2c:09;-73;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2319;5828;c0:25:5c:82:2c:00;-74;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2320;5829;00:26:52:d8:85:c0;-74;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2321;5830;84:80:2d:ec:31:e1;-74;BP-Sec;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2322;5831;c0:25:5c:82:2c:01;-75;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2323;5832;b8:a3:86:b9:3c:b4;-75;DIR-300NRU;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2324;5833;c0:25:5c:82:67:f0;-76;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2325;5834;00:26:52:d8:85:c1;-76;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2326;5835;84:80:2d:ec:31:e0;-77;BaumanPress;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2327;5836;c0:25:5c:82:67:f1;-78;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2328;5837;e4:8d:8c:52:83:15;-79;shtucer;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2329;5838;28:d1:27:0e:1c:a1;-80;Studsovet;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2330;5839;80:56:f2:14:13:80;-81;HP-Print-80-LaserJet Pro MFP;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2331;5840;c0:25:5c:82:1a:70;-81;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2332;5841;c0:25:5c:82:1a:79;-83;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2333;5842;c0:25:5c:82:67:f9;-85;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2334;5843;28:d1:27:0e:1c:a2;-89;Studsovet_5G;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2335;5844;c0:25:5c:82:2c:06;-89;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2336;5845;c0:25:5c:82:1a:7e;-91;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2337;5846;c0:25:5c:82:1a:76;-91;bmstu_guest;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2338;5847;c0:25:5c:82:2c:0f;-91;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2339;5848;c0:25:5c:82:1a:7f;-92;bmstu_lb;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2340;5849;c0:25:5c:82:2c:0e;-93;bmstu_staff;12;3;Tue Apr 13 17:40:55 GMT+03:00 2021
2341;5850;00:26:52:d8:89:99;-58;bmstu_guest;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2342;5851;00:26:52:d8:89:90;-60;bmstu_lb;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2343;5852;00:26:52:d8:89:91;-61;bmstu_staff;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2344;5853;4a:3e:f4:71:be:41;-67;iPhone;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2345;5854;50:17:ff:df:81:19;-77;bmstu_guest;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2346;5855;50:17:ff:df:81:10;-79;bmstu_lb;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2347;5856;50:17:ff:df:81:11;-79;bmstu_staff;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2348;5857;64:d1:54:9e:86:64;-81;335_Y-2;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2349;5858;58:d9:d5:b8:76:01;-82;;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2350;5859;4c:ed:fb:a6:ba:80;-83;IU3_511u_WiFi;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2351;5860;64:d1:54:9e:86:63;-84;335_Y-5;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2352;5861;86:f3:eb:77:18:40;-85;RAD+10011241472;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2353;5862;50:17:ff:df:81:1e;-86;bmstu_staff;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2354;5863;50:17:ff:df:81:16;-86;bmstu_guest;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2355;5864;50:17:ff:df:81:1f;-86;bmstu_lb;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2356;5865;48:5b:39:e8:78:93;-86;426_asp;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2357;5866;c0:25:5c:82:1a:71;-87;bmstu_staff;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2358;5867;c0:25:5c:82:2c:01;-88;bmstu_staff;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2359;5868;28:d1:27:0e:1c:a1;-89;Studsovet;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2360;5869;28:d1:27:0e:1c:a2;-90;Studsovet_5G;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2361;5870;94:0c:6d:c4:1c:f2;-92;;12;3;Tue Apr 13 17:41:02 GMT+03:00 2021
2362;5871;00:26:52:d8:89:99;-58;bmstu_guest;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2363;5872;00:26:52:d8:89:90;-60;bmstu_lb;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2364;5873;00:26:52:d8:89:91;-61;bmstu_staff;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2365;5874;4a:3e:f4:71:be:41;-67;iPhone;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2366;5875;50:17:ff:df:81:19;-77;bmstu_guest;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2367;5876;50:17:ff:df:81:10;-79;bmstu_lb;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2368;5877;50:17:ff:df:81:11;-79;bmstu_staff;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2369;5878;64:d1:54:9e:86:64;-81;335_Y-2;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2370;5879;58:d9:d5:b8:76:01;-82;;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2371;5880;4c:ed:fb:a6:ba:80;-83;IU3_511u_WiFi;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2372;5881;64:d1:54:9e:86:63;-84;335_Y-5;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2373;5882;86:f3:eb:77:18:40;-85;RAD+10011241472;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2374;5883;50:17:ff:df:81:1e;-86;bmstu_staff;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2375;5884;50:17:ff:df:81:16;-86;bmstu_guest;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2376;5885;50:17:ff:df:81:1f;-86;bmstu_lb;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2377;5886;48:5b:39:e8:78:93;-86;426_asp;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2378;5887;c0:25:5c:82:1a:71;-87;bmstu_staff;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2379;5888;c0:25:5c:82:2c:01;-88;bmstu_staff;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2380;5889;28:d1:27:0e:1c:a1;-89;Studsovet;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2381;5890;28:d1:27:0e:1c:a2;-90;Studsovet_5G;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2382;5891;94:0c:6d:c4:1c:f2;-92;;12;3;Tue Apr 13 17:41:10 GMT+03:00 2021
2383;5892;00:26:52:d8:89:91;-48;bmstu_staff;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2384;5893;00:26:52:d8:89:99;-48;bmstu_guest;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2385;5894;00:26:52:d8:89:90;-49;bmstu_lb;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2386;5895;64:d1:54:9e:86:64;-68;335_Y-2;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2387;5896;3c:9d:56:fd:59:6b;-70;hw_manage_5960;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2388;5897;64:d1:54:9e:86:63;-75;335_Y-5;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2389;5898;b8:a3:86:26:c4:48;-88;VC;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2390;5899;ec:58:ea:13:16:f8;-88;Passpoint Wi-Fi;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2391;5900;ec:58:ea:93:16:f8;-89;Hotspot 2.0;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2392;5901;00:22:15:53:4a:db;-89;default;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2393;5902;00:18:e7:fa:a1:1b;-89;RSLab;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2394;5903;28:d1:27:0e:1c:a2;-90;Studsovet_5G;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2395;5904;54:e6:fc:f2:af:ce;-91;W5;12;3;Tue Apr 13 17:41:44 GMT+03:00 2021
2396;5905;00:26:52:d8:89:99;-55;bmstu_guest;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2397;5906;00:26:52:d8:89:91;-60;bmstu_staff;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2398;5907;00:26:52:d8:89:90;-60;bmstu_lb;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2399;5908;3c:9d:56:fd:59:6b;-71;hw_manage_5960;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2400;5909;64:d1:54:9e:86:64;-73;335_Y-2;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2401;5910;00:22:15:53:4a:db;-74;default;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2402;5911;00:18:e7:fa:a1:1b;-77;RSLab;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2403;5912;64:d1:54:9e:86:63;-79;335_Y-5;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2404;5913;48:5b:39:e8:78:93;-85;426_asp;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2405;5914;ec:58:ea:13:16:f8;-87;Passpoint Wi-Fi;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2406;5915;80:e0:1d:d8:00:50;-87;bmstu_student;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2407;5916;34:75:63:f1:17:4a;-87;70mai_d06_174a;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2408;5917;ec:58:ea:93:16:f8;-88;Hotspot 2.0;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2409;5918;28:d1:27:0e:1c:a2;-90;Studsovet_5G;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2410;5919;54:e6:fc:f2:af:ce;-90;W5;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2411;5920;80:e0:1d:d8:00:5d;-90;bmstu_staff;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2412;5921;80:e0:1d:d8:00:5e;-91;bmstu_guest;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2413;5922;80:e0:1d:d8:00:5f;-92;bmstu_student;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2414;5923;3c:9d:56:fd:59:0b;-93;hw_manage_5900;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2415;5924;28:d1:27:0e:1c:a1;-96;Studsovet;12;3;Tue Apr 13 17:41:52 GMT+03:00 2021
2416;5925;00:26:52:d8:89:99;-71;bmstu_guest;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2417;5926;00:26:52:d8:89:91;-73;bmstu_staff;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2418;5927;80:e0:1d:d8:00:52;-73;bmstu_staff;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2419;5928;00:18:e7:fa:a1:1b;-74;RSLab;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2420;5929;80:e0:1d:d8:00:50;-74;bmstu_student;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2421;5930;80:e0:1d:d8:00:51;-74;bmstu_guest;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2422;5931;00:26:52:d8:89:90;-75;bmstu_lb;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2423;5932;2c:ab:25:fc:e0:c5;-75;myl;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2424;5933;00:22:15:53:4a:db;-77;default;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2425;5934;3c:9d:56:fd:59:6b;-79;hw_manage_5960;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2426;5935;c4:71:54:4c:07:46;-80;WP;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2427;5936;38:6b:1c:10:0b:70;-82;BIO;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2428;5937;64:d1:54:9e:86:64;-84;335_Y-2;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2429;5938;80:e0:1d:d8:00:5e;-84;bmstu_guest;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2430;5939;80:e0:1d:d8:00:5f;-84;bmstu_student;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2431;5940;80:e0:1d:d8:00:5d;-85;bmstu_staff;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2432;5941;b8:a3:86:19:a2:86;-86;W4;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2433;5942;50:17:ff:de:08:20;-87;bmstu_lb;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2434;5943;f8:32:e4:44:a0:f8;-87;Discovery;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2435;5944;48:5b:39:e8:78:93;-88;426_asp;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2436;5945;00:3a:9a:ad:91:49;-88;bmstu_guest;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2437;5946;00:3a:9a:ad:91:41;-88;bmstu_staff;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2438;5947;50:17:ff:de:08:21;-88;bmstu_staff;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2439;5948;50:17:ff:de:08:29;-89;bmstu_guest;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2440;5949;00:3a:9a:ad:91:40;-89;bmstu_lb;12;3;Tue Apr 13 17:42:00 GMT+03:00 2021
2441;5950;80:e0:1d:d8:00:50;-53;bmstu_student;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2442;5951;80:e0:1d:d8:00:52;-53;bmstu_staff;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2443;5952;80:e0:1d:d8:00:51;-53;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2444;5953;80:e0:1d:d8:00:5d;-62;bmstu_staff;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2445;5954;80:e0:1d:d8:00:5e;-62;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2446;5955;80:e0:1d:d8:00:5f;-62;bmstu_student;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2447;5956;00:26:52:d8:89:90;-63;bmstu_lb;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2448;5957;00:26:52:d8:89:91;-64;bmstu_staff;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2449;5958;00:26:52:d8:89:99;-64;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2450;5959;50:17:ff:de:08:21;-66;bmstu_staff;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2451;5960;2c:ab:25:fc:e0:c5;-67;myl;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2452;5961;00:18:e7:fa:a1:1b;-68;RSLab;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2453;5962;48:5b:39:e8:78:93;-68;426_asp;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2454;5963;50:17:ff:de:08:20;-68;bmstu_lb;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2455;5964;50:17:ff:de:08:29;-71;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2456;5965;50:17:ff:de:08:2f;-76;bmstu_lb;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2457;5966;50:17:ff:de:08:2e;-77;bmstu_staff;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2458;5967;50:17:ff:de:08:26;-78;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2459;5968;00:22:15:53:4a:db;-80;default;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2460;5969;b8:a3:86:19:a2:86;-80;W4;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2461;5970;ea:6f:38:29:11:fb;-81;DIRECT-fb-HP M203 LaserJet;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2462;5971;20:cf:30:c7:43:9f;-82;MW;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2463;5972;58:ac:78:57:e3:91;-82;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2464;5973;58:ac:78:57:e3:9e;-83;bmstu_guest;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2465;5974;54:e6:fc:f2:af:ce;-84;W5;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2466;5975;58:ac:78:57:e3:9f;-84;bmstu_student;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2467;5976;58:ac:78:57:e3:9d;-84;bmstu_staff;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2468;5977;64:d1:54:9e:86:64;-85;335_Y-2;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2469;5978;ea:6f:38:06:6c:94;-86;DIRECT-94-HP M203 LaserJet;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2470;5979;cc:2d:e0:12:37:5b;-87;VUS;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2471;5980;86:f3:eb:77:18:40;-89;RAD+10011241472;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2472;5981;00:03:7f:fe:00:00;-90;mba-411u;15;3;Tue Apr 13 17:42:12 GMT+03:00 2021
2473;5982;58:ac:78:57:e3:92;-62;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2474;5983;80:e0:1d:d8:00:52;-63;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2475;5984;58:ac:78:57:e3:91;-63;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2476;5985;58:ac:78:57:e3:90;-64;bmstu_student;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2477;5986;80:e0:1d:d8:00:50;-65;bmstu_student;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2478;5987;80:e0:1d:d8:00:51;-66;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2479;5988;2c:ab:25:fc:e0:c5;-67;myl;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2480;5989;50:17:ff:de:08:20;-68;bmstu_lb;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2481;5990;50:17:ff:de:08:21;-68;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2482;5991;58:ac:78:57:e3:9e;-68;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2483;5992;58:ac:78:57:e3:9f;-68;bmstu_student;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2484;5993;58:ac:78:57:e3:9d;-68;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2485;5994;ea:6f:38:29:11:f9;-68;DIRECT-f9-HP M203 LaserJet;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2486;5995;80:e0:1d:d8:00:5d;-69;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2487;5996;80:e0:1d:d8:00:5e;-69;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2488;5997;80:e0:1d:d8:00:5f;-69;bmstu_student;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2489;5998;50:17:ff:de:08:29;-71;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2490;5999;ea:6f:38:06:6c:94;-72;DIRECT-94-HP M203 LaserJet;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2491;6000;20:cf:30:c7:43:9f;-73;MW;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2492;6001;14:da:e9:f9:50:18;-73;Wt;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2493;6002;ea:6f:38:29:11:fb;-78;DIRECT-fb-HP M203 LaserJet;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2494;6003;58:ac:78:44:8c:a2;-79;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2495;6004;00:18:e7:fa:a1:1b;-80;RSLab;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2496;6005;00:26:52:d8:7f:59;-80;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2497;6006;00:26:52:d8:7f:51;-80;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2498;6007;58:ac:78:44:8c:a0;-80;bmstu_student;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2499;6008;b8:a3:86:5b:d0:0c;-82;;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2500;6009;b8:a3:86:19:a2:86;-83;W4;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2501;6010;58:ac:78:44:8c:a1;-83;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2502;6011;50:17:ff:de:08:26;-84;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2503;6012;60:a4:4c:27:55:98;-84;sec_ics 2;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2504;6013;00:22:15:53:4a:db;-86;default;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2505;6014;50:17:ff:de:08:2f;-86;bmstu_lb;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2506;6015;00:03:7f:fe:00:00;-86;mba-411u;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2507;6016;00:14:d1:c3:94:f7;-87;W1;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2508;6017;00:16:01:f2:09:b1;-88;liton;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2509;6018;00:26:52:d8:7f:50;-88;bmstu_lb;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2510;6019;80:26:89:6a:84:87;-88;WS2;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2511;6020;50:17:ff:de:08:2e;-89;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2512;6021;58:ac:78:44:8c:ad;-90;bmstu_staff;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2513;6022;58:ac:78:44:8c:ae;-91;bmstu_guest;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2514;6023;58:ac:78:44:8c:af;-91;bmstu_student;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2515;6024;16:da:e9:f9:50:18;-92;W8;15;3;Tue Apr 13 17:42:20 GMT+03:00 2021
2516;6025;58:ac:78:57:e3:90;-55;bmstu_student;15;3;Tue Apr 13 17:42:28 GMT+03:00 2021
2517;6026;58:ac:78:57:e3:92;-56;bmstu_staff;15;3;Tue Apr 13 17:42:28 GMT+03:00 2021
2518;6027;58:ac:78:57:e3:91;-57;bmstu_guest;15;3;Tue Apr 13 17:42:28 GMT+03:00 2021
2519;6028;58:ac:78:57:e3:9f;-59;bmstu_student;15;3;Tue Apr 13 17:42:28 GMT+03:00 2021
2520;6029;58:ac:78:57:e3:9d;-59;bmstu_staff;15;3;Tue Apr 13 17:42:28 GMT+03:00 2021
